#date;;pid;id;http method;host;URL;;HTTP status;size;duration;transaction;match;error;tag
1399468007.71446;143;<0.382.0>;139;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8090;345.097;-;;;
1399468007.91036;143;<0.378.0>;136;get;staging-lpa.service.dsd.io;/user/register;/user/regi;200;9755;55.195;-;;;
1399468008.07681;143;<0.379.0>;137;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;327.526;-;;;
1399468008.30449;144;<0.392.0>;143;get;staging-lpa.service.dsd.io;/;/;200;13111;192.284;-;;;
1399468008.35693;144;<0.279.0>;91;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;107.809;-;;;
1399468008.40251;144;<0.390.0>;141;get;staging-lpa.service.dsd.io;/;/;200;13118;186.393;-;;;
1399468008.4203;144;<0.278.0>;90;get;staging-lpa.service.dsd.io;/create/donor;/create/do;200;10043;127.183;-;;;
1399468008.49607;144;<0.216.0>;60;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;106.935;-;;;
1399468008.50924;144;<0.381.0>;138;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;365.941;-;;;
1399468008.51546;144;<0.212.0>;57;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24055;167.367;-;;;
1399468008.56688;144;<0.391.0>;142;get;staging-lpa.service.dsd.io;/;/;200;13118;183.776;-;;;
1399468008.96425;144;<0.321.0>;109;post;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;302;1;359.07;-;;;
1399468008.96462;144;<0.212.0>;57;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;84.512;-;;;
1399468009.14596;145;<0.354.0>;126;get;staging-lpa.service.dsd.io;/activate/b17c7086f3fb15c1a6dae0f44748df55;/activate/;200;7530;71.752;-;;;
1399468009.42086;145;<0.215.0>;59;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;124.716;-;;;
1399468009.48441;145;<0.248.0>;75;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24055;160.249;-;;;
1399468009.55357;145;<0.278.0>;90;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;140.441;-;;;
1399468009.6293;145;<0.322.0>;110;get;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;200;22727;171.05;-;;;
1399468009.67041;145;<0.275.0>;88;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;497.275;-;;;
1399468010.04003;145;<0.393.0>;144;get;staging-lpa.service.dsd.io;/;/;200;13118;177.896;-;;;
1399468010.06755;145;<0.382.0>;139;get;staging-lpa.service.dsd.io;/activate/9692a300f2583c9a5e3960ad0563497f;/activate/;200;7536;181.356;-;;;
1399468010.11753;145;<0.194.0>;50;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;721.363;-;;;
1399468010.13605;146;<0.369.0>;132;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8279;36.887;-;;;
1399468010.18866;146;<0.374.0>;135;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;627.397;-;;;
1399468010.27174;146;<0.251.0>;78;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;241.604;-;;;
1399468010.33453;146;<0.159.0>;32;post;staging-lpa.service.dsd.io;/create/add-replacement-attorney;/create/ad;302;1;744.386;-;;;
1399468010.55605;146;<0.378.0>;136;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;537.771;-;;;
1399468010.78072;146;<0.273.0>;86;post;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;302;1;759.568;-;;;
1399468010.78185;146;<0.216.0>;60;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;755.743;-;;;
1399468010.95122;146;<0.273.0>;86;get;staging-lpa.service.dsd.io;/create/donor;/create/do;200;10043;124.059;-;;;
1399468010.99513;146;<0.357.0>;127;post;staging-lpa.service.dsd.io;/create/lpa-type;/create/lp;302;1;351.96;-;;;
1399468011.04868;146;<0.354.0>;126;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8265;38.567;-;;;
1399468011.13634;147;<0.357.0>;127;get;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;200;22719;132.194;-;;;
1399468011.62489;147;<0.273.0>;86;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;87.727;-;;;
1399468011.66443;147;<0.378.0>;136;get;staging-lpa.service.dsd.io;/activate/429311e19f693af87c13e8193647cf9e;/activate/;200;7530;80.265;-;;;
1399468011.74283;147;<0.387.0>;140;get;staging-lpa.service.dsd.io;/;/;200;13111;181.695;-;;;
1399468011.96171;147;<0.374.0>;135;get;staging-lpa.service.dsd.io;/activate/7fd7a466673faab7fbbcf3188086eb73;/activate/;200;7530;95.451;-;;;
1399468012.00428;147;<0.275.0>;88;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;88.131;-;;;
1399468012.10223;147;<0.357.0>;127;get;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;200;22734;129.092;-;;;
1399468012.189;148;<0.379.0>;137;get;staging-lpa.service.dsd.io;/activate/9cac46f40da84def15a858e41189dc4a;/activate/;200;7530;100.829;-;;;
1399468012.20476;148;<0.215.0>;59;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1133454;1213.252;-;;;
1399468012.21223;148;<0.194.0>;50;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;93.147;-;;;
1399468012.41892;148;<0.401.0>;148;get;staging-lpa.service.dsd.io;/;/;200;13118;189.79;-;;;
1399468012.4392;148;<0.212.0>;57;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;73.113;-;;;
1399468012.5526;148;<0.215.0>;59;get;staging-lpa.service.dsd.io;/create/replacement-attorneys;/create/re;200;10912;91.468;-;;;
1399468013.00161;148;<0.214.0>;58;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24040;118.405;-;;;
1399468013.05639;148;<0.238.0>;70;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;97.226;-;;;
1399468013.12633;148;<0.300.0>;101;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;145.181;-;;;
1399468013.12846;148;<0.223.0>;63;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;128.342;-;;;
1399468013.43925;149;<0.146.0>;26;post;staging-lpa.service.dsd.io;/create/add-replacement-attorney;/create/ad;302;1;510.059;-;;;
1399468013.45058;149;<0.275.0>;88;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24055;169.453;-;;;
1399468013.48607;149;<0.274.0>;87;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;103.95;-;;;
1399468013.53239;149;<0.374.0>;135;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8272;37.241;-;;;
1399468013.61014;149;<0.250.0>;77;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;434.942;-;;;
1399468013.90252;149;<0.248.0>;75;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;70.345;-;;;
1399468014.06077;149;<0.94.0>;1;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;71.562;-;;;
1399468014.20348;150;<0.262.0>;83;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;85.227;-;;;
1399468014.32949;150;<0.379.0>;137;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8272;57.318;-;;;
1399468014.40678;150;<0.357.0>;127;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;112.632;-;;;
1399468014.42599;150;<0.382.0>;139;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8279;36.85;-;;;
1399468014.61114;150;<0.398.0>;146;get;staging-lpa.service.dsd.io;/?autoTestKey=I5iOAmnnQaq5JPI8JHYcdXQPlI09bQnHoeAxb7xYjTe+FLPTVHZho3zK0mu41ouPmxLXJlZYi;/?autoTest;200;13196;193.002;-;;;
1399468014.75211;150;<0.215.0>;59;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;120.97;-;;;
1399468014.9108;150;<0.223.0>;63;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24055;136.64;-;;;
1399468014.92968;150;<0.337.0>;116;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;656.532;-;;;
1399468014.97985;150;<0.214.0>;58;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;108.697;-;;;
1399468015.07134;150;<0.146.0>;26;get;staging-lpa.service.dsd.io;/create/replacement-attorneys;/create/re;200;11350;130.216;-;;;
1399468015.34556;151;<0.374.0>;135;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;689.346;-;;;
1399468015.34586;151;<0.212.0>;57;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;593.535;-;;;
1399468015.3774;151;<0.398.0>;146;get;staging-lpa.service.dsd.io;/user/register;/user/regi;200;9741;40.261;-;;;
1399468015.42101;151;<0.215.0>;59;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;95.866;-;;;
1399468015.56351;151;<0.251.0>;78;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;577.34;-;;;
1399468015.64455;151;<0.275.0>;88;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;66.399;-;;;
1399468015.70988;151;<0.354.0>;126;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;592.67;-;;;
1399468016.02105;151;<0.300.0>;101;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24062;129.866;-;;;
1399468016.20738;152;<0.214.0>;58;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;99.223;-;;;
1399468016.3148;152;<0.398.0>;146;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;403.541;-;;;
1399468016.32073;152;<0.248.0>;75;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;117.619;-;;;
1399468016.72423;152;<0.379.0>;137;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;499.045;-;;;
1399468016.72855;152;<0.300.0>;101;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;97.197;-;;;
1399468016.81945;152;<0.405.0>;149;get;staging-lpa.service.dsd.io;/;/;200;13111;187.334;-;;;
1399468016.94672;152;<0.274.0>;87;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;68.579;-;;;
1399468017.35079;153;<0.397.0>;145;get;staging-lpa.service.dsd.io;/?autoTestKey=I5iOAmnnQaq5JPI8JHYcdXQPlI09bQnHoeAxb7xYjTe+FLPTVHZho3zK0mu41ouPmxLXJlZYi;/?autoTest;200;13204;185.632;-;;;
1399468017.60307;153;<0.374.0>;135;get;staging-lpa.service.dsd.io;/user/about-you;/user/abou;200;21116;198.934;-;;;
1399468017.67018;153;<0.399.0>;147;get;staging-lpa.service.dsd.io;/;/;200;13118;176.058;-;;;
1399468017.77515;153;<0.398.0>;146;get;staging-lpa.service.dsd.io;/activate/c265da58f4719dc9ac1b6966b1822406;/activate/;200;7536;234.939;-;;;
1399468017.78604;153;<0.215.0>;59;post;staging-lpa.service.dsd.io;/create/add-replacement-attorney;/create/ad;302;1;584.9;-;;;
1399468017.86751;153;<0.397.0>;145;get;staging-lpa.service.dsd.io;/user/register;/user/regi;200;9755;70.319;-;;;
1399468018.12224;153;<0.408.0>;151;get;staging-lpa.service.dsd.io;/;/;200;13118;188.087;-;;;
1399468018.1883;154;<0.374.0>;135;post;staging-lpa.service.dsd.io;/user/about-you;/user/abou;302;1;391.15;-;;;
1399468018.2141;154;<0.159.0>;32;get;staging-lpa.service.dsd.io;/create/replacement-attorneys;/create/re;200;11350;213.985;-;;;
1399468018.37335;154;<0.369.0>;132;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;867.177;-;;;
1399468018.3961;154;<0.273.0>;86;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;1001.869;-;;;
1399468018.42716;154;<0.279.0>;91;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;941.985;-;;;
1399468018.44305;154;<0.278.0>;90;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;930.938;-;;;
1399468018.68652;154;<0.273.0>;86;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;97.369;-;;;
1399468018.7396;154;<0.262.0>;83;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24062;128.479;-;;;
1399468018.85271;154;<0.194.0>;50;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1133461;1906.158;-;;;
1399468018.86574;154;<0.374.0>;135;get;staging-lpa.service.dsd.io;/create/lpa-type;/create/lp;200;10067;82.655;-;;;
1399468018.94873;154;<0.413.0>;153;get;staging-lpa.service.dsd.io;/;/;200;13118;214.615;-;;;
1399468019.05351;154;<0.251.0>;78;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;122.366;-;;;
1399468019.08797;154;<0.273.0>;86;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24062;167.839;-;;;
1399468019.12948;154;<0.337.0>;116;get;staging-lpa.service.dsd.io;/user/about-you;/user/abou;200;21109;146.378;-;;;
1399468019.25895;155;<0.146.0>;26;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1418686;2194.995;-;;;
1399468019.624;155;<0.354.0>;126;get;staging-lpa.service.dsd.io;/user/about-you;/user/abou;200;21116;109.828;-;;;
1399468019.6531;155;<0.246.0>;74;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;73.968;-;;;
1399468019.98795;155;<0.94.0>;1;post;staging-lpa.service.dsd.io;/create/add-certificate-provider;/create/ad;302;1;343.767;-;;;
1399468020.22983;156;<0.212.0>;57;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;111.709;-;;;
1399468020.23789;156;<0.415.0>;154;get;staging-lpa.service.dsd.io;/?autoTestKey=I5iOAmnnQaq5JPI8JHYcdXQPlI09bQnHoeAxb7xYjTe+FLPTVHZho3zK0mu41ouPmxLXJlZYi;/?autoTest;200;13211;225.787;-;;;
1399468020.49627;156;<0.274.0>;87;post;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;302;1;395.099;-;;;
1399468020.60364;156;<0.251.0>;78;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24062;123.436;-;;;
1399468020.85875;156;<0.223.0>;63;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;92.565;-;;;
1399468020.85908;156;<0.273.0>;86;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;78.003;-;;;
1399468021.22187;157;<0.159.0>;32;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1418677;1539.263;-;;;
1399468021.31189;157;<0.274.0>;87;get;staging-lpa.service.dsd.io;/create/donor;/create/do;200;10043;126.545;-;;;
1399468021.4344;157;<0.214.0>;58;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;436.253;-;;;
1399468021.54919;157;<0.216.0>;60;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;113.05;-;;;
1399468021.62031;157;<0.374.0>;135;post;staging-lpa.service.dsd.io;/create/lpa-type;/create/lp;302;1;398.179;-;;;
1399468021.63533;157;<0.415.0>;154;get;staging-lpa.service.dsd.io;/user/register;/user/regi;200;9755;47.177;-;;;
1399468021.71962;157;<0.378.0>;136;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8272;45.483;-;;;
1399468022.07428;157;<0.415.0>;154;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8091;413.934;-;;;
1399468022.11133;157;<0.250.0>;77;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;86.18;-;;;
1399468022.21565;158;<0.321.0>;109;get;staging-lpa.service.dsd.io;/create/donor;/create/do;200;10043;77.493;-;;;
1399468022.43178;158;<0.251.0>;78;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;76.583;-;;;
1399468022.46088;158;<0.398.0>;146;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8265;38.755;-;;;
1399468022.51754;158;<0.279.0>;91;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;80.351;-;;;
1399468022.78452;158;<0.251.0>;78;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;166.373;-;;;
1399468022.82183;158;<0.194.0>;50;get;staging-lpa.service.dsd.io;/create/replacement-attorneys;/create/re;200;10905;201.718;-;;;
1399468022.88523;158;<0.300.0>;101;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;146.132;-;;;
1399468022.89699;158;<0.212.0>;57;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1133437;1208.451;-;;;
1399468022.8984;158;<0.279.0>;91;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24055;256.286;-;;;
1399468022.96916;158;<0.374.0>;135;get;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;200;22727;236.995;-;;;
1399468023.02387;158;<0.273.0>;86;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;119.716;-;;;
1399468023.06805;158;<0.262.0>;83;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;114.934;-;;;
1399468023.09107;158;<0.274.0>;87;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;140.88;-;;;
1399468023.13668;159;<0.398.0>;146;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;575.482;-;;;
1399468023.35728;159;<0.417.0>;155;get;staging-lpa.service.dsd.io;/;/;200;13118;178.122;-;;;
1399468023.37491;159;<0.410.0>;152;get;staging-lpa.service.dsd.io;/;/;200;13110;190.814;-;;;
1399468023.43464;159;<0.214.0>;58;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;164.495;-;;;
1399468023.45927;159;<0.342.0>;119;get;staging-lpa.service.dsd.io;/user/about-you;/user/abou;200;21108;162.143;-;;;
1399468023.50077;159;<0.223.0>;63;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;109.629;-;;;
1399468023.53139;159;<0.251.0>;78;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;507.18;-;;;
1399468023.75891;159;<0.248.0>;75;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;426.677;-;;;
1399468023.83523;159;<0.415.0>;154;get;staging-lpa.service.dsd.io;/activate/3b7e9bc0d9f07f36b7ba94dd2b1b605b;/activate/;200;7530;76.024;-;;;
1399468023.94647;159;<0.278.0>;90;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;103.345;-;;;
1399468024.02143;159;<0.398.0>;146;get;staging-lpa.service.dsd.io;/user/about-you;/user/abou;200;21116;145.295;-;;;
1399468024.22876;160;<0.422.0>;158;get;staging-lpa.service.dsd.io;/;/;200;13118;188.634;-;;;
1399468024.23328;160;<0.274.0>;87;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;407.124;-;;;
1399468024.27821;160;<0.275.0>;88;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;123.077;-;;;
1399468024.29679;160;<0.194.0>;50;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;121.697;-;;;
1399468024.30404;160;<0.321.0>;109;get;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;200;10640;132.926;-;;;
1399468024.51835;160;<0.212.0>;57;get;staging-lpa.service.dsd.io;/create/replacement-attorneys;/create/re;200;10912;105.189;-;;;
1399468024.54903;160;<0.374.0>;135;get;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;200;22734;148.869;-;;;
1399468024.77624;160;<0.274.0>;87;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;84.062;-;;;
1399468025.2907;161;<0.279.0>;91;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;71.565;-;;;
1399468025.44117;161;<0.415.0>;154;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8279;59.043;-;;;
1399468025.50958;161;<0.379.0>;137;get;staging-lpa.service.dsd.io;/user/about-you;/user/abou;200;21116;167.414;-;;;
1399468025.51529;161;<0.407.0>;150;get;staging-lpa.service.dsd.io;/?autoTestKey=I5iOAmnnQaq5JPI8JHYcdXQPlI09bQnHoeAxb7xYjTe+FLPTVHZho3zK0mu41ouPmxLXJlZYi;/?autoTest;200;13204;203.171;-;;;
1399468025.69861;161;<0.223.0>;63;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;409.412;-;;;
1399468025.6989;161;<0.212.0>;57;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;111.623;-;;;
1399468025.72892;161;<0.214.0>;58;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1133430;1195.368;-;;;
1399468025.79356;161;<0.278.0>;90;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24055;111.406;-;;;
1399468025.84423;161;<0.262.0>;83;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;95.07;-;;;
1399468025.93367;161;<0.374.0>;135;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;89.214;-;;;
1399468026.04451;161;<0.238.0>;70;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;430.344;-;;;
1399468026.19459;162;<0.278.0>;90;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;70.467;-;;;
1399468026.26905;162;<0.381.0>;138;get;staging-lpa.service.dsd.io;/activate/e319e2bfa3489203d7c19684374ec55a;/activate/;200;7530;74.815;-;;;
1399468026.59687;162;<0.357.0>;127;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;106.699;-;;;
1399468026.60271;162;<0.381.0>;138;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8279;46.591;-;;;
1399468026.69721;162;<0.251.0>;78;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;138.07;-;;;
1399468026.74972;162;<0.300.0>;101;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;421.533;-;;;
1399468027.08049;162;<0.194.0>;50;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;123.366;-;;;
1399468027.10113;162;<0.248.0>;75;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;129;-;;;
1399468027.1253;162;<0.223.0>;63;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;95.13;-;;;
1399468027.38124;163;<0.407.0>;150;get;staging-lpa.service.dsd.io;/user/register;/user/regi;200;9755;41.096;-;;;
1399468027.39802;163;<0.278.0>;90;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;107.869;-;;;
1399468027.3995;163;<0.357.0>;127;post;staging-lpa.service.dsd.io;/create/add-donor;/create/ad;302;1;449.369;-;;;
1399468027.64555;163;<0.427.0>;159;get;staging-lpa.service.dsd.io;/?autoTestKey=I5iOAmnnQaq5JPI8JHYcdXQPlI09bQnHoeAxb7xYjTe+FLPTVHZho3zK0mu41ouPmxLXJlZYi;/?autoTest;200;13204;173.378;-;;;
1399468027.76113;163;<0.397.0>;145;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;446.809;-;;;
1399468027.91478;163;<0.275.0>;88;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;549.587;-;;;
1399468027.92181;163;<0.397.0>;145;get;staging-lpa.service.dsd.io;/activate/12d23e47c6067e0b5e14dd6c95bfbbbd;/activate/;200;7530;153.633;-;;;
1399468028.05393;163;<0.214.0>;58;get;staging-lpa.service.dsd.io;/create/replacement-attorneys;/create/re;200;10912;147.78;-;;;
1399468028.12983;163;<0.159.0>;32;get;staging-lpa.service.dsd.io;/create/certificate-provider;/create/ce;200;11859;163.389;-;;;
1399468028.16065;164;<0.407.0>;150;post;staging-lpa.service.dsd.io;/user/register;/user/regi;200;8097;492.315;-;;;
1399468028.27482;164;<0.321.0>;109;post;staging-lpa.service.dsd.io;/create/when-to-use;/create/wh;302;1;576.616;-;;;
1399468028.28611;164;<0.397.0>;145;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8272;40.936;-;;;
1399468028.35539;164;<0.238.0>;70;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;11255;81.216;-;;;
1399468028.97492;164;<0.407.0>;150;get;staging-lpa.service.dsd.io;/activate/0a70aea9cb6f93ea13344a8d6d9ef69e;/activate/;200;7530;102.677;-;;;
1399468029.04973;164;<0.214.0>;58;get;staging-lpa.service.dsd.io;/postcode/lookup?postcode=SW10+9LB;/postcode/;200;1;130.575;-;;;
1399468029.07314;164;<0.279.0>;91;get;staging-lpa.service.dsd.io;/address/lookup?addressid=23911113;/address/l;200;1;113.009;-;;;
1399468029.1287;164;<0.146.0>;26;get;staging-lpa.service.dsd.io;/create/certificate-provider;/create/ce;200;11859;156.586;-;;;
1399468029.12994;164;<0.250.0>;77;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24062;162.824;-;;;
1399468029.43149;165;<0.274.0>;87;get;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;200;24062;179.311;-;;;
1399468029.45201;165;<0.415.0>;154;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;740.838;-;;;
1399468029.6507;165;<0.378.0>;136;post;staging-lpa.service.dsd.io;/user/login;/user/logi;302;1;762.53;-;;;
1399468029.7048;165;<0.432.0>;163;get;staging-lpa.service.dsd.io;/?autoTestKey=I5iOAmnnQaq5JPI8JHYcdXQPlI09bQnHoeAxb7xYjTe+FLPTVHZho3zK0mu41ouPmxLXJlZYi;/?autoTest;200;13204;182.616;-;;;
1399468029.7536;165;<0.278.0>;90;post;staging-lpa.service.dsd.io;/create/add-attorney;/create/ad;302;1;689.403;-;;;
1399468029.79133;165;<0.194.0>;50;post;staging-lpa.service.dsd.io;/create/add-replacement-attorney;/create/ad;302;1;661.771;-;;;
1399468029.79332;165;<0.321.0>;109;get;staging-lpa.service.dsd.io;/create/attorneys;/create/at;200;10523;115.226;-;;;
1399468030.00026;165;<0.342.0>;119;post;staging-lpa.service.dsd.io;/user/about-you;/user/abou;302;1;186.087;-;;;
1399468030.00168;165;<0.407.0>;150;get;staging-lpa.service.dsd.io;/user/login;/user/logi;200;8272;43.579;-;;;
1399468030.22132;166;<0.248.0>;75;get;staging-lpa.service.dsd.io;/pdf/draft/Lasting-Power-of-Attorney-Draft.pdf;/pdf/draft;200;1133469;2415.694;-;;;
